Time,WAP,Best Bid,Best Ask
210288.5,123901.20,124400,123900
210288.5,124026.32,124200,123900
210288.6,123901.20,124400,123900
210288.6,124026.32,124200,123900
210288.6,123901.43,124500,123900
210288.6,124068.42,124300,123900
210288.7,124068.42,124300,123900
210288.7,124068.42,124300,123900
210288.7,123970.00,124300,123700
210288.7,123900.00,124300,123500
210288.8,124390.40,124400,123300
210288.8,123775.00,124400,123400
210288.8,124257.14,124300,124200
210288.8,124288.89,124400,124200
210288.9,124367.09,124500,124200
210288.9,124367.09,124500,124200
210288.9,124367.09,124500,124200
210288.9,124367.09,124500,124200
210289.0,124202.63,124800,124200
210289.0,124202.63,124800,124200
210289.0,124428.57,124600,124200
210289.0,124485.71,124700,124200
210289.1,124485.71,124700,124200
210289.1,124485.71,124700,124200
210289.1,124500.62,124700,124500
210289.1,124500.93,124800,124500
210289.2,124501.55,125000,124500
210289.2,124589.36,124800,124500
210289.2,124500.98,125200,124500
210289.2,124648.94,125000,124500
210289.3,124619.15,124900,124500
210289.3,124619.15,124900,124500
210289.3,124619.15,124900,124500
210289.3,124619.15,124900,124500
210289.4,124619.15,124900,124500
210289.4,124874.81,124900,124800
210289.4,124802.50,125200,124800
210289.4,124996.88,125100,124800
210289.5,124802.50,125200,124800
210289.5,124996.88,125100,124800
210289.5,124801.88,125100,124800
210289.5,124800.52,125200,124800
210289.6,124884.78,125100,124800
210289.6,124306.61,125200,124300
210289.6,124714.95,124900,124300
210289.6,124846.15,125100,124400
210289.7,124403.03,125200,124400
210289.7,124721.13,125000,124400
210289.7,124402.64,125100,124400
210289.7,124667.61,124900,124400
210289.8,124594.87,124800,124400
210289.8,124614.08,124800,124400
210289.8,124813.04,124900,124400
210289.8,124871.23,125200,124600
210289.9,124601.97,125200,124600
210289.9,124811.11,125200,124500
210289.9,125131.94,125200,124500
210289.9,125130.00,125200,124800
210290.0,125147.50,125200,124900
210290.0,124502.87,125400,124500
210290.0,124502.86,125400,124500
210290.0,124501.91,125100,124500
210290.1,124795.38,125100,124500
210290.1,124504.52,125200,124500
210290.1,124502.23,125200,124500
210290.1,124502.23,125200,124500
210290.2,124501.59,125000,124500
210290.2,124696.92,124900,124500
210290.2,124501.59,125000,124500
210290.2,124696.92,124900,124500
210290.3,124501.04,125000,124500
210290.3,124655.56,124900,124500
210290.3,124501.05,125000,124500
210290.3,124655.56,124900,124500
210290.4,124501.04,125000,124500
210290.4,124655.56,124900,124500
210290.4,124646.51,124800,124500
210290.4,124900.21,125200,124900
210290.5,124612.00,124900,124500
210290.5,124612.00,124900,124500
210290.5,124612.00,124900,124500
210290.5,124647.37,124900,124500
210290.6,124647.37,124900,124500
210290.6,124647.37,124900,124500
210290.6,124647.37,124900,124500
210290.6,124647.37,124900,124500
210290.7,124647.37,124900,124500
210290.7,124647.37,124900,124500
210290.7,124644.83,124700,124500
210290.7,124644.83,124700,124500
210290.7,125000.24,125400,125000
210290.8,125000.24,125400,125000
210290.8,125000.24,125400,125000
210290.8,125000.24,125400,125000
210290.9,125358.70,125500,125000
210290.9,125200.66,125400,125200
210290.9,125001.32,125400,125000
210290.9,125041.77,125100,125000
210291.0,124633.33,125100,124400
210291.0,124646.54,125100,124400
210291.0,124646.54,125100,124400
210291.0,124646.54,125100,124400
210291.1,124646.54,125100,124400
210291.1,125093.88,125100,124500
210291.1,124872.79,125100,124800
210291.1,125094.24,125100,124500
210291.2,124876.15,125100,124800
210291.2,125095.20,125100,124600
210291.2,124950.77,125100,124900
210291.2,125044.25,125100,125000
210291.3,124686.25,124700,124600
210291.3,124686.25,124700,124600
210291.3,124699.89,124700,124600
210291.3,124699.89,124700,124600
210291.4,125096.89,125100,124600
210291.4,124968.75,125100,124900
210291.4,125022.22,125100,124900
210291.4,125022.22,125100,124900
210291.5,125022.22,125100,124900
210291.5,125022.22,125100,124900
210291.5,125022.22,125100,124900
210291.5,125022.22,125100,124900
210291.6,125022.22,125100,124900
210291.6,125098.76,125100,124900
210291.6,125099.37,125100,125000
210291.6,125092.23,125100,124900
210291.7,125092.23,125100,124900
210291.7,125092.23,125100,124900
210291.7,125092.23,125100,124900
210291.7,125092.23,125100,124900
210291.8,125239.43,125500,124900
210291.8,125151.38,125500,125000
210291.8,125151.38,125500,125000
210291.8,125497.74,125500,125200
210291.9,125497.74,125500,125200
210291.9,125497.74,125500,125200
210291.9,125497.74,125500,125200
210291.9,125497.74,125500,125200
210292.0,125497.74,125500,125200
210292.0,125497.74,125500,125200
210292.0,125497.74,125500,125200
210292.0,125497.74,125500,125200
210292.1,125497.72,125500,125200
210292.1,125497.74,125500,125200
210292.1,125497.74,125500,125200
210292.1,125496.23,125500,125000
210292.2,125214.29,125300,124900
210292.2,125165.00,125300,125000
210292.2,125178.65,125300,124900
210292.2,125211.48,125300,124900
210292.3,125165.00,125300,125000
210292.3,125178.65,125300,124900
210292.3,125211.48,125300,124900
210292.3,125165.00,125300,125000
210292.4,125359.26,125500,124900
210292.4,125353.85,125500,125100
210292.4,125196.00,125500,125100
210292.4,125226.32,125400,124900
210292.5,125287.76,125500,124900
210292.5,125359.26,125500,124900
210292.5,125400.00,125500,124900
210292.5,124902.14,125400,124900
210292.6,125069.74,125200,124900
210292.6,124902.15,125400,124900
210292.6,125069.74,125200,124900
210292.6,125025.55,125300,124900
210292.7,125001.18,125300,124900
210292.7,125001.18,125300,124900
210292.7,125068.63,125300,124900
210292.7,125068.63,125300,124900
210292.8,124901.28,125200,124900
210292.8,125149.28,125300,124900
210292.8,124902.13,125400,124900
210292.8,125069.74,125200,124900
210292.9,124901.28,125200,124900
210292.9,124901.28,125200,124900
210292.9,124901.28,125200,124900
210292.9,124703.97,125200,124700
210293.0,124912.39,125000,124700
210293.0,124705.56,125400,124700
210293.0,125053.98,125200,124700
210293.0,124958.78,125000,124700
210293.1,124944.90,125000,124700
210293.1,124944.90,125000,124700
210293.1,124944.90,125000,124700
210293.1,124944.90,125000,124700
210293.2,124944.90,125000,124700
210293.2,124944.90,125000,124700
210293.2,124944.90,125000,124700
210293.2,124934.15,125000,124700
210293.3,124934.15,125000,124700
210293.3,124934.15,125000,124700
210293.3,124934.15,125000,124700
210293.3,124940.00,125000,124700
210293.4,124701.90,125000,124700
210293.4,124940.00,125000,124700
210293.4,124940.00,125000,124700
210293.4,124940.00,125000,124700
210293.5,124940.00,125000,124700
210293.5,124940.00,125000,124700
210293.5,124940.00,125000,124700
210293.5,124940.00,125000,124700
210293.6,124940.00,125000,124700
210293.6,124940.00,125000,124700
210293.6,124940.00,125000,124700
210293.6,124940.00,125000,124700
210293.7,124940.00,125000,124700
210293.7,124940.00,125000,124700
210293.7,124940.00,125000,124700
210293.7,124940.00,125000,124700
210293.8,124940.00,125000,124700
210293.8,124940.00,125000,124700
210293.8,124704.45,125400,124700
210293.8,125029.90,125200,124700
210293.9,125147.69,125300,124700
210293.9,124706.31,125400,124700
210293.9,125018.68,125200,124700
210293.9,124750.00,125300,124700
210294.0,124802.94,124900,124600
210294.0,124605.48,125400,124600
210294.0,124601.97,125200,124600
210294.0,124800.00,125000,124600
210294.1,124850.00,125100,124600
210294.1,124601.64,125100,124600
210294.1,124646.15,124900,124600
210294.1,124600.30,125100,124600
210294.2,124687.10,124900,124500
210294.2,124687.10,124900,124500
210294.2,124556.25,124900,124400
210294.2,124525.00,124800,124400
210294.3,124630.77,124800,124400
210294.3,124533.33,124900,124400
210294.3,124478.05,124800,124400
210294.3,124463.16,124700,124400
210294.4,124400.56,125100,124400
210294.4,124497.56,124900,124400
210294.4,124400.48,125000,124400
210294.4,124424.00,124700,124400
210294.5,124424.00,124700,124400
210294.5,124424.00,124700,124400
210294.5,124424.00,124700,124400
210294.5,124424.00,124700,124400
210294.6,124424.00,124700,124400
210294.6,124424.00,124700,124400
210294.6,124424.00,124700,124400
210294.6,124424.00,124700,124400
210294.7,124450.00,124700,124400
210294.7,124450.00,124700,124400
210294.7,124450.00,124700,124400
210294.7,124450.00,124700,124400
210294.8,124450.00,124700,124400
210294.8,124450.00,124700,124400
210294.8,124484.21,124600,124400
210294.8,124400.00,124600,124200
210294.9,124236.67,124300,124200
210294.9,124212.64,124300,124200
210294.9,124299.25,124300,124200
210294.9,124299.43,124300,124200
210295.0,124299.73,124300,124200
210295.0,124299.73,124300,124200
210295.0,124299.73,124300,124200
210295.0,124899.37,124900,124200
210295.1,124602.63,125400,124600
210295.1,124299.78,124300,124200
210295.1,124299.78,124300,124200
210295.1,124299.78,124300,124200
210295.2,124299.78,124300,124200
210295.2,125199.30,125200,124200
210295.2,124402.63,125200,124400
210295.2,125000.82,125200,125000
210295.3,125000.82,125200,125000
210295.3,125000.41,125100,125000
210295.3,125000.36,125100,125000
210295.3,124102.41,125200,124100
210295.4,124102.41,125200,124100
210295.4,124102.41,125200,124100
210295.4,124102.00,125000,124100
210295.4,124101.98,125000,124100
210295.5,124101.98,125000,124100
210295.5,124101.98,125000,124100
210295.5,124101.98,125000,124100
210295.5,124581.48,124700,123900
210295.6,124350.00,124400,124200
210295.6,124282.98,124400,123900
210295.6,124325.00,124400,124100
210295.6,124282.98,124400,123900
210295.7,124325.00,124400,124100
210295.7,124282.98,124400,123900
210295.7,124325.00,124400,124100
210295.7,124600.76,124800,124600
210295.8,124601.51,125000,124600
210295.8,124601.14,124900,124600
210295.8,124600.76,124800,124600
210295.8,124601.51,125000,124600
210295.9,124429.36,124500,124400
210295.9,124081.51,124500,123900
210295.9,124254.68,124500,123900
210295.9,124142.24,124500,124000
210296.0,124402.44,124500,124000
210296.0,124460.98,124500,124300
210296.0,124462.50,124500,123900
210296.0,124160.87,124200,123900
210296.1,124160.87,124200,123900
210296.1,123700.63,123800,123700
210296.2,123301.36,123400,123300
210296.2,123304.08,123600,123300
210296.2,123200.26,123300,123200
210296.2,123004.23,123200,123000
210296.3,123004.23,123200,123000
210296.3,123012.69,123600,123000
210296.3,123346.99,123400,123000
210296.4,123014.53,123600,123000
210296.4,123346.99,123400,123000
210296.4,123529.79,123600,123000
210296.4,123102.30,123800,123100
210296.5,123520.48,123600,123000
210296.5,123101.64,123600,123100
210296.5,123346.99,123400,123000
210296.5,123518.52,123600,123000
210296.6,123500.00,123900,123100
210296.6,123017.39,124000,123000
210296.6,123590.00,123700,123000
210296.6,123016.45,123800,123000
210296.7,123006.96,123400,123000
210296.7,123003.48,123200,123000
210296.7,123003.48,123200,123000
210296.7,123006.96,123400,123000
210296.8,123252.86,123300,123000
210296.8,123010.44,123600,123000
210296.8,123337.14,123400,123000
210296.8,123012.30,123600,123000
210296.9,123337.14,123400,123000
210296.9,123518.52,123600,123000
210296.9,123101.47,123800,123100
210296.9,123010.40,123600,123000
210297.0,123337.14,123400,123000
210297.0,123571.30,123600,123500
210297.0,123505.64,124200,123500
210297.0,123856.52,124000,123500
210297.1,123506.80,124100,123500
210297.1,123642.61,123700,123500
210297.1,123642.61,123700,123500
210297.1,123642.61,123700,123500
210297.2,123642.61,123700,123500
210297.2,123642.61,123700,123500
210297.2,123642.61,123700,123500
210297.2,123642.61,123700,123500
210297.2,123642.61,123700,123500
210297.3,123642.61,123700,123500
210297.3,123642.61,123700,123500
210297.3,123504.94,124100,123500
210297.4,123785.22,123900,123500
210297.4,123856.52,124000,123500
210297.4,123966.22,124100,123500
210297.4,123883.33,124200,123500
210297.5,123505.64,124200,123500
210297.5,123856.52,124000,123500
210297.5,123505.72,124000,123500
210297.6,123713.91,123800,123500
210297.6,123504.88,124100,123500
210297.6,123785.22,123900,123500
210297.6,123856.52,124000,123500
210297.7,123506.80,124100,123500
210297.7,123504.90,124100,123500
210297.7,123927.83,124100,123500
210297.7,123701.63,124200,123700
210297.8,123966.22,124100,123500
210297.8,123701.32,124100,123700
210297.8,123506.80,124100,123500
210297.8,123927.83,124100,123500
210297.9,123701.32,124100,123700
210297.9,123966.22,124100,123500
210297.9,123701.63,124200,123700
210297.9,123966.22,124100,123500
210298.0,123701.62,124200,123700
210298.0,123966.22,124100,123500
210298.0,123701.62,124200,123700
210298.0,123966.22,124100,123500
210298.1,123701.62,124200,123700
210298.1,123966.22,124100,123500
210298.1,123701.62,124200,123700
210298.1,123961.54,124100,123500
210298.2,123778.57,124200,123700
210298.2,123961.54,124100,123500
210298.2,123701.27,124200,123700
210298.2,123850.00,124000,123500
210298.3,123961.54,124100,123500
210298.3,123694.29,124200,123600
210298.3,123920.00,124100,123500
210298.3,123694.29,124200,123600
210298.4,123903.96,124100,123500
210298.4,123601.94,124200,123600
210298.4,123903.96,124100,123500
210298.4,123601.94,124200,123600
210298.5,123903.96,124100,123500
210298.5,123600.66,123800,123600
210298.5,123501.35,123700,123500
210298.5,123501.35,123700,123500
210298.6,123502.03,123800,123500
210298.6,123501.35,123700,123500
210298.6,123501.35,123700,123500
210298.6,123501.35,123700,123500
210298.7,123502.03,123800,123500
210298.7,123502.03,123800,123500
210298.7,123502.03,123800,123500
210298.7,123500.88,123700,123500
210298.8,123502.19,124000,123500
210298.8,123575.00,123800,123500
210298.8,123500.76,124200,123500
210298.8,123650.00,124100,123500
210298.9,123650.00,124100,123500
210298.9,124192.59,124200,123600
210298.9,123962.66,124200,123900
210298.9,124191.36,124200,123500
210299.0,123988.39,124200,123900
210299.0,124195.30,124200,123600
210299.0,124080.00,124200,123900
210299.0,124198.68,124200,123600
210299.1,124080.00,124200,123900
210299.1,124199.60,124200,124000
210299.1,124296.18,124300,124000
210299.1,124296.18,124300,124000
210299.2,124294.91,124300,123900
210299.2,124061.49,124300,124000
210299.2,124296.21,124300,124000
210299.2,124297.47,124300,124100
210299.3,124296.21,124300,124000
210299.3,124297.00,124300,124000
210299.3,124298.87,124300,124100
210299.3,124299.43,124300,124200
210299.4,124298.87,124300,124100
210299.4,124299.43,124300,124200
210299.4,124299.43,124300,124200
210299.4,124298.87,124300,124100
210299.5,124298.87,124300,124100
210299.5,124299.31,124300,124000
210299.5,124077.42,124300,124000
210299.6,124077.42,124300,124000
210299.6,124077.42,124300,124000
210299.6,124077.42,124300,124000
210299.6,124229.59,124300,124000
210299.6,124174.55,124300,124000
210299.7,124000.64,124200,124000
210299.7,124000.64,124200,124000
210299.7,124000.64,124200,124000
210299.8,124174.55,124300,124000
210299.8,124001.27,124400,124000
210299.8,124001.27,124400,124000
210299.8,123901.04,124400,123900
210299.9,123901.04,124400,123900
210299.9,123900.63,124200,123900
210299.9,123900.63,124200,123900
210299.9,123900.63,124200,123900
210300.0,123901.05,124400,123900
210300.0,123900.63,124200,123900
210300.0,123900.63,124200,123900
210300.0,123900.63,124200,123900
210300.1,123901.05,124400,123900
210300.1,123900.63,124200,123900
210300.1,123900.63,124200,123900
210300.1,123900.63,124200,123900
210300.2,123900.63,124200,123900
210300.2,123900.63,124200,123900
210300.2,123803.28,124400,123800
210300.2,123803.27,124400,123800
210300.3,123927.27,124400,123800
210300.3,123800.84,124400,123800
210300.3,123800.83,124400,123800
210300.3,123800.84,124400,123800
210300.4,123800.84,124400,123800
210300.4,124245.45,124500,123800
210300.4,124402.44,124500,124000
210300.4,124460.98,124500,124300
210300.5,124245.45,124500,123800
210300.5,124402.44,124500,124000
210300.5,124460.98,124500,124300
210300.5,124245.45,124500,123800
210300.6,123808.54,123900,123800
210300.6,123808.54,123900,123800
210300.6,123898.52,123900,123800
210300.6,123898.52,123900,123800
210300.7,124300.00,124500,124000
210300.7,124441.46,124500,124200
210300.7,124300.00,124500,124000
210300.7,124441.46,124500,124200
210300.8,124300.00,124500,124000
210300.8,124441.46,124500,124200
210300.8,124499.76,124500,124200
210300.8,124499.76,124500,124200
210300.9,124499.76,124500,124200
210300.9,124499.76,124500,124200
210300.9,124499.68,124500,124100
210300.9,124441.46,124500,124200
210301.0,124499.60,124500,124000
210301.0,124460.98,124500,124300
210301.0,124499.68,124500,124100
210301.0,124441.46,124500,124200
210301.1,124300.00,124500,124000
210301.1,124441.46,124500,124200
210301.1,124300.00,124500,124000
210301.1,124280.49,124300,124200
210301.2,124477.46,124500,124300
210301.2,124477.46,124500,124300
210301.2,124477.46,124500,124300
210301.2,124477.46,124500,124300
210301.3,124430.43,124500,124300
210301.3,124430.43,124500,124300
210301.3,124430.43,124500,124300
210301.3,124430.43,124500,124300
210301.4,124430.43,124500,124300
210301.4,124430.43,124500,124300
210301.4,124430.43,124500,124300
210301.4,124430.43,124500,124300
210301.5,124430.43,124500,124300
210301.5,124430.43,124500,124300
210301.5,124430.43,124500,124300
210301.5,124430.43,124500,124300
210301.6,124430.43,124500,124300
210301.6,124430.43,124500,124300
210301.6,124300.15,124400,124300
210301.6,124430.43,124500,124300
210301.7,124430.43,124500,124300
210301.7,124430.43,124500,124300
210301.7,124300.44,124600,124300
210301.7,123901.17,124600,123900
210301.8,123970.41,124600,123900
210301.8,123970.41,124600,123900
210301.8,123970.41,124600,123900
210301.8,123970.41,124600,123900
210301.9,123990.84,124600,123900
210301.9,123990.84,124600,123900
210301.9,123990.84,124600,123900
210301.9,123990.84,124600,123900
210302.0,123990.84,124600,123900
210302.0,124067.61,124600,123900
210302.0,124067.61,124600,123900
210302.0,124151.85,124700,123900
210302.1,123938.20,124100,123900
210302.1,123938.20,124100,123900
210302.1,123938.20,124100,123900
210302.1,123968.00,124100,123900
210302.2,123968.00,124100,123900
210302.2,123968.00,124100,123900
210302.2,123968.00,124100,123900
210302.2,123900.85,124400,123900
210302.3,123900.85,124400,123900
210302.3,123900.85,124400,123900
210302.3,123802.03,124400,123800
210302.3,123800.06,124400,123800
210302.4,123800.06,124400,123800
210302.4,123817.65,124400,123800
210302.4,123817.65,124400,123800
210302.4,123817.65,124400,123800
210302.5,123817.65,124400,123800
210302.5,123817.65,124400,123800
210302.5,123817.65,124400,123800
210302.5,124052.63,124400,123600
210302.6,123702.96,124600,123700
210302.6,124599.30,124600,123600
210302.6,124530.00,124600,124200
210302.6,124547.50,124600,124300
210302.7,124599.58,124600,124000
210302.7,124547.50,124600,124300
210302.7,124599.44,124600,123800
210302.7,124530.00,124600,124200
210302.8,124438.30,124700,124400
210302.8,124438.30,124700,124400
210302.8,124438.30,124700,124400
210302.8,124438.30,124700,124400
210302.9,124438.30,124700,124400
210302.9,124438.30,124700,124400
210302.9,124692.65,124700,123800
210302.9,124486.09,124700,124400
210303.0,124694.31,124700,124000
210303.0,124486.09,124700,124400
210303.0,124694.31,124700,124000
210303.0,124486.09,124700,124400
210303.1,124694.31,124700,124000
210303.1,124486.09,124700,124400
210303.1,124099.87,124100,124000
210303.1,124694.44,124700,124000
210303.2,124499.00,124700,124400
210303.2,124695.34,124700,124000
210303.2,124499.00,124700,124400
210303.2,124694.68,124700,123900
210303.3,124432.00,124700,124300
210303.3,124339.78,124700,124200
210303.3,124339.78,124700,124200
210303.3,124339.78,124700,124200
210303.4,124339.78,124700,124200
210303.4,123747.22,123800,123700
210303.4,123747.22,123800,123700
210303.4,123747.22,123800,123700
210303.5,123747.22,123800,123700
210303.5,123747.22,123800,123700
210303.5,123747.22,123800,123700
210303.5,123747.22,123800,123700
210303.6,123747.22,123800,123700
210303.6,123798.50,123800,123400
210303.6,123798.51,123800,123400
210303.6,123798.86,123800,123500
210303.7,123798.86,123800,123500
210303.7,123799.24,123800,123600
210303.7,123799.25,123800,123600
210303.7,123799.25,123800,123600
210303.8,123714.61,123800,123600
210303.8,123732.47,123800,123600
210303.8,123732.47,123800,123600
210303.8,123732.47,123800,123600
210303.9,123799.48,123800,123600
210303.9,124699.37,124700,123800
210303.9,124595.00,124700,124100
210303.9,124612.50,124700,124200
210304.0,124630.00,124700,124300
210304.0,124301.63,124800,124300
210304.0,124300.00,124600,124000
210304.0,124002.59,124800,124000
210304.1,124280.95,124700,123900
210304.1,123703.58,124800,123700
210304.1,124596.72,124600,123600
210304.1,123902.93,124800,123900
210304.2,124596.72,124600,123600
210304.2,123902.91,124800,123900
210304.2,124596.72,124600,123600
210304.2,123902.91,124800,123900
210304.3,124596.72,124600,123600
210304.3,123899.93,123900,123800
210304.3,124784.25,124800,123900
210304.3,124245.28,124800,124100
210304.4,124697.37,124700,123900
210304.4,124437.93,124800,124300
210304.4,124563.74,124800,124300
210304.4,124620.83,124800,124600
210304.5,124631.75,124800,124600
210304.5,124631.75,124800,124600
210304.5,124617.86,124900,124600
210304.5,124631.91,124900,124600
210304.6,124631.91,124900,124600
210304.6,124631.91,124900,124600
210304.6,124859.81,124900,124800
210304.6,124863.78,124900,124800
210304.7,124863.78,124900,124800
210304.7,124863.78,124900,124800
210304.7,124600.20,124800,124600
210304.7,124600.20,124800,124600
210304.8,124678.95,124900,124600
210304.8,124678.95,124900,124600
210304.8,124600.20,124800,124600
210304.8,124600.20,124800,124600
210304.9,124400.28,124600,124400
210304.9,124300.48,124400,124300
210304.9,124300.48,124400,124300
210304.9,124300.48,124400,124300
210305.0,124300.48,124400,124300
210305.0,124300.48,124400,124300
210305.0,123608.91,124400,123600
210305.0,124140.69,124300,123600
210305.1,123702.63,124500,123700
210305.1,124217.93,124400,123600
210305.1,123894.12,124100,123700
210305.1,123911.11,124100,123600
210305.2,124002.78,124100,123600
210305.2,123894.12,124100,123700
210305.2,123911.11,124100,123600
210305.2,124002.78,124100,123600
210305.3,123894.12,124100,123700
210305.3,123911.11,124100,123600
210305.3,124002.78,124100,123600
210305.3,123894.12,124100,123700
210305.4,124397.95,124400,123600
210305.4,124223.73,124400,124000
210305.4,124223.73,124400,124000
210305.4,124064.52,124400,124000
210305.5,124015.22,124400,123800
210305.5,124091.53,124400,123700
210305.5,124091.53,124400,123700
210305.5,124091.53,124400,123700
210305.6,124091.53,124400,123700
210305.6,124398.19,124400,123700
210305.6,124223.73,124400,124000
210305.6,124397.94,124400,123600
210305.7,124398.19,124400,123700
210305.7,124135.59,124400,123800
210305.7,124398.19,124400,123700
210305.7,124398.45,124400,123800
210305.8,124167.57,124200,123900
210305.8,124199.80,124200,123700
210305.8,124156.76,124200,123800
210305.8,124199.84,124200,123800
210305.9,124398.57,124400,123800
210305.9,124082.07,124700,123900
210305.9,124596.74,124600,123600
210305.9,124691.42,124700,123600
210306.0,124691.42,124700,123600
210306.0,124691.42,124700,123600
210306.0,124692.95,124700,123800
210306.0,124692.63,124700,123600
210306.1,124692.61,124700,123600
210306.1,124693.25,124700,123700
210306.1,124692.61,124700,123600
210306.1,123605.27,124600,123600
210306.2,123796.88,123900,123700
210306.2,123702.78,124600,123700
210306.2,123942.19,124200,123700
210306.2,123929.51,124200,123700
210306.3,123929.51,124200,123700
210306.3,124021.62,124200,123600
210306.3,123606.97,124500,123600
210306.3,123946.15,124200,123600
210306.4,124003.85,124300,123600
210306.4,124497.05,124500,123600
210306.4,123802.94,124700,123800
210306.4,124061.54,124400,123600
210306.5,124596.73,124600,123600
210306.5,124094.06,124700,123800
210306.5,124290.62,124600,124000
210306.5,124533.33,124600,124000
210306.6,124301.31,124700,124300
210306.6,124101.95,124700,124100
210306.6,124051.38,124700,124000
210306.6,124073.68,124700,124000
210306.7,124073.68,124700,124000
210306.7,123891.97,124600,123600
210306.7,124093.15,124500,123600
210306.7,124292.31,124600,124200
210306.8,124225.00,124500,124200
210306.8,124212.00,124600,124200
210306.8,124225.00,124500,124200
210306.8,124200.09,124500,124200
210306.9,124200.03,124300,124200
210306.9,124200.06,124400,124200
210306.9,124200.12,124600,124200
210306.9,124200.12,124600,124200
210307.0,124200.09,124500,124200
210307.0,124200.12,124600,124200
210307.0,124200.06,124400,124200
210307.0,124200.06,124400,124200
210307.1,123410.49,124400,123400
210307.1,123410.49,124400,123400
210307.1,123406.29,124000,123400
210307.1,123857.55,124000,123400
210307.2,123601.97,124200,123600
210307.2,123409.60,124100,123400
210307.2,123902.43,124200,123900
210307.2,123902.44,124200,123900
210307.3,123900.81,124000,123900
210307.3,123900.81,124000,123900
210307.3,123900.81,124000,123900
210307.3,123900.81,124000,123900
210307.4,123900.18,124000,123900
210307.4,123900.18,124000,123900
210307.4,123900.36,124100,123900
210307.4,123900.36,124100,123900
210307.5,123900.36,124100,123900
210307.5,123801.95,124500,123800
210307.5,123801.68,124400,123800
210307.5,123801.67,124400,123800
210307.6,123801.67,124400,123800
210307.6,123801.12,124200,123800
210307.6,123800.84,124100,123800
210307.6,123800.56,124000,123800
210307.7,123800.28,124000,123800
210307.7,123800.28,124000,123800
210307.7,123800.28,124000,123800
210307.7,123405.41,124000,123400
210307.8,123405.29,124000,123400
210307.8,123405.29,124000,123400
210307.8,123407.06,124200,123400
210307.8,123407.06,124200,123400
210307.9,123405.29,124000,123400
210307.9,123407.06,124200,123400
210307.9,123407.06,124200,123400
210307.9,123407.06,124200,123400
210308.0,123407.06,124200,123400
210308.0,123407.06,124200,123400
210308.0,123306.52,124200,123300
210308.0,123305.07,124000,123300
210308.1,123305.80,124100,123300
210308.1,123304.35,123900,123300
210308.1,123302.17,123600,123300
210308.1,123301.02,123600,123300
210308.2,123301.02,123600,123300
210308.2,123301.69,123800,123300
210308.2,123302.03,123900,123300
210308.2,123200.70,123900,123200
210308.3,123200.60,123800,123200
210308.3,123200.60,123800,123200
210308.3,123200.60,123800,123200
210308.3,123200.60,123800,123200
210308.4,123200.40,123600,123200
210308.4,123200.70,123900,123200
210308.4,123200.42,123900,123200
210308.4,123104.59,123800,123100
210308.5,123104.61,123800,123100
210308.5,123103.93,123700,123100
210308.5,123291.30,123300,123100
210308.5,123297.37,123300,123000
