day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
2;300;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;400;PEARLS;9996;5;9995;123;;;9998;1;10004;5;10005;123;9997.0;0.0
2;400;BANANAS;4822;21;4821;107;;;4827;57;4828;51;4829;20;4824.5;0.0
2;400;COCONUTS;7925;120;7924;478;7923;209;7926;205;7927;478;7928;181;7925.5;0.0
2;400;DIVING_GEAR;99194;27;99193;27;99192;19;99195;8;99196;28;99197;40;99194.5;0.0
2;400;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;400;PINA_COLADAS;14855;103;14853;103;14850;72;14856;74;14858;40;14859;63;14855.5;0.0
2;400;BERRIES;3849;19;3848;80;3847;175;3854;38;3855;193;3856;91;3851.5;0.0
2;500;BERRIES;3848;16;3847;49;;;3854;16;3855;49;;;3851.0;0.0
2;500;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;500;PEARLS;10000;6;9995;22;;;10005;22;;;;;10002.5;2.0
2;500;BANANAS;4821;22;;;;;4828;22;;;;;4824.5;0.0
2;500;COCONUTS;7924;206;;;;;7927;206;;;;;7925.5;0.0
2;500;DIVING_GEAR;99194;26;;;;;99197;26;;;;;99195.5;0.0
2;500;PINA_COLADAS;14854;95;;;;;14857;95;;;;;14855.5;0.0
2;600;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;600;PINA_COLADAS;14852;29;14851;62;;;14854;29;14855;62;;;14853.0;0.0
2;600;BERRIES;3846;20;3845;43;;;3853;20;3854;43;;;3849.5;0.0
2;600;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;2.0
2;600;BANANAS;4821;29;;;;;4828;29;;;;;4824.5;0.0
2;600;COCONUTS;7924;59;7923;133;;;7926;192;;;;;7925.0;0.0
2;600;DIVING_GEAR;99193;29;;;;;99196;29;;;;;99194.5;0.0
2;700;BANANAS;4822;1;4821;29;;;4828;30;;;;;4825.0;0.0
2;700;PEARLS;10000;4;9996;1;9995;29;10004;1;10005;29;;;10002.0;2.0
2;700;COCONUTS;7924;194;;;;;7926;66;7927;128;;;7925.0;0.0
2;700;DIVING_GEAR;99197;23;;;;;99200;23;;;;;99198.5;0.0
2;700;PINA_COLADAS;14852;36;14851;99;;;14854;99;;;;;14853.0;0.0
2;700;BERRIES;3845;18;3844;50;;;3852;18;3853;50;;;3848.5;0.0
2;700;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;800;PEARLS;9996;1;9995;27;;;9998;1;10004;1;10005;27;9997.0;2.0
2;800;COCONUTS;7924;176;;;;;7926;47;7927;129;;;7925.0;0.0
2;800;DIVING_GEAR;99205;5;99204;10;;;99207;5;99208;10;;;99206.0;0.0
2;800;BANANAS;4826;1;4821;28;;;4828;28;;;;;4827.0;0.0
2;800;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3075.0;0.0
2;800;PINA_COLADAS;14848;36;14847;73;;;14851;109;;;;;14849.5;0.0
2;800;BERRIES;3846;10;3845;48;;;3853;10;3854;48;;;3849.5;0.0
2;900;BERRIES;3849;5;3846;17;3845;60;3853;17;3854;60;;;3851.0;0.0
2;900;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3075.0;0.0
2;900;BANANAS;4826;5;4822;1;4821;24;4828;25;;;;;4827.0;1.11962890625
2;900;DIVING_GEAR;99210;5;99209;17;;;99212;5;99213;17;;;99211.0;0.0
2;900;PEARLS;10002;1;9996;1;9995;24;10004;1;10005;24;;;10003.0;4.0
2;900;COCONUTS;7924;179;;;;;7927;179;;;;;7925.5;0.0
2;900;PINA_COLADAS;14850;88;;;;;14853;88;;;;;14851.5;0.0
2;1000;PINA_COLADAS;14852;28;14851;65;;;14854;28;14855;65;;;14853.0;0.0
2;1000;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;1000;BERRIES;3846;12;3845;46;;;3853;12;3854;46;;;3849.5;0.0
2;1000;DIVING_GEAR;99207;10;99206;12;;;99209;10;99210;12;;;99208.0;0.0
2;1000;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;6.0
2;1000;COCONUTS;7925;194;;;;;7927;68;7928;126;;;7926.0;0.0
2;1000;BANANAS;4822;22;;;;;4829;22;;;;;4825.5;2.03515625
2;1100;BANANAS;4823;1;4822;26;;;4827;6;4829;27;;;4825.0;1.3203125
2;1100;DIVING_GEAR;99195;24;;;;;99198;24;;;;;99196.5;0.0
2;1100;PEARLS;10002;4;9996;1;9995;26;10004;1;10005;26;;;10003.0;6.0
2;1100;COCONUTS;7925;209;;;;;7927;65;7928;144;;;7926.0;0.0
2;1100;PINA_COLADAS;14852;107;;;;;14855;107;;;;;14853.5;0.0
2;1100;BERRIES;3846;70;;;;;3853;18;3854;52;;;3849.5;0.0
2;1100;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;1200;DIVING_GEAR;99196;26;;;;;99199;26;;;;;99197.5;0.0
2;1200;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;14.0
2;1200;COCONUTS;7925;74;7924;191;;;7927;191;;;;;7926.0;0.0
2;1200;BANANAS;4822;24;;;;;4828;2;4829;22;;;4825.0;4.91015625
2;1200;PINA_COLADAS;14850;86;;;;;14853;86;;;;;14851.5;0.0
2;1200;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;1200;BERRIES;3846;17;3845;51;;;3849;15;3853;17;3854;51;3847.5;0.0
2;1300;BERRIES;3847;18;3846;56;;;3853;18;3854;56;;;3850.0;0.0
2;1300;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;1300;BANANAS;4822;31;;;;;4823;1;4829;31;;;4822.5;2.19921875
2;1300;DIVING_GEAR;99179;5;99178;18;;;99181;5;99182;18;;;99180.0;0.0
2;1300;PEARLS;9996;1;9995;30;;;9998;1;10004;1;10005;30;9997.0;14.0
2;1300;COCONUTS;7924;154;7923;125;;;7926;202;;;;;7925.0;0.0
2;1300;PINA_COLADAS;14848;106;;;;;14851;106;;;;;14849.5;0.0
2;1400;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;1400;PINA_COLADAS;14848;84;;;;;14851;84;;;;;14849.5;0.0
2;1400;DIVING_GEAR;99183;6;99182;16;;;99185;6;99186;16;;;99184.0;0.0
2;1400;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;16.0
2;1400;COCONUTS;7922;195;;;;;7925;195;;;;;7923.5;0.0
2;1400;BERRIES;3847;16;3846;59;;;3854;16;3855;59;;;3850.5;0.0
2;1400;BANANAS;4822;24;;;;;4829;24;;;;;4825.5;6.458984375
2;1500;BANANAS;4822;20;;;;;4828;1;4829;20;;;4825.0;6.87890625
2;1500;DIVING_GEAR;99187;7;99186;16;;;99189;7;99190;16;;;99188.0;0.0
2;1500;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;16.0
2;1500;COCONUTS;7923;208;;;;;7926;208;;;;;7924.5;0.0
2;1500;BERRIES;3846;16;3845;50;;;3853;16;3854;50;;;3849.5;0.0
2;1500;PINA_COLADAS;14850;90;;;;;14853;90;;;;;14851.5;0.0
2;1500;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;1600;DIVING_GEAR;99179;22;;;;;99182;22;;;;;99180.5;0.0
2;1600;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;16.0
2;1600;COCONUTS;7922;175;;;;;7925;175;;;;;7923.5;0.0
2;1600;BERRIES;3846;16;3845;45;;;3853;16;3854;45;;;3849.5;0.0
2;1600;BANANAS;4821;28;;;;;4828;28;;;;;4824.5;9.310546875
2;1600;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;1600;PINA_COLADAS;14848;101;;;;;14851;101;;;;;14849.5;0.0
2;1700;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;1700;BANANAS;4821;25;;;;;4828;25;;;;;4824.5;9.091796875
2;1700;DIVING_GEAR;99183;6;99182;19;;;99185;8;99186;19;;;99184.0;0.0
2;1700;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;16.0
2;1700;COCONUTS;7922;211;;;;;7925;211;;;;;7923.5;0.0
2;1700;BERRIES;3850;4;3846;19;3845;58;3853;19;3854;58;;;3851.5;0.0
2;1700;PINA_COLADAS;14847;94;;;;;14850;94;;;;;14848.5;0.0
2;1800;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;1800;PINA_COLADAS;14847;80;;;;;14850;80;;;;;14848.5;0.0
2;1800;DIVING_GEAR;99179;8;99178;14;;;99181;8;99182;14;;;99180.0;0.0
2;1800;PEARLS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;16.0
2;1800;COCONUTS;7922;197;;;;;7923;43;7924;77;7925;120;7922.5;0.0
2;1800;BERRIES;3846;56;;;;;3853;14;3854;42;;;3849.5;0.0
2;1800;BANANAS;4822;1;4821;27;;;4828;28;;;;;4825.0;14.71484375
2;1900;BANANAS;4822;1;4821;27;;;4826;3;4828;28;;;4824.0;14.998046875
2;1900;DIVING_GEAR;99186;21;;;;;99189;21;;;;;99187.5;0.0
2;1900;PEARLS;9996;1;9995;27;;;10002;3;10004;1;10005;27;9999.0;16.0
2;1900;COCONUTS;7923;178;;;;;7925;178;;;;;7924.0;-394.625
2;1900;BERRIES;3846;14;3845;43;;;3853;14;3854;43;;;3849.5;0.0
2;1900;PINA_COLADAS;14848;91;;;;;14851;27;14852;64;;;14849.5;0.0
2;1900;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;2000;DIVING_GEAR;99182;8;99181;18;;;99184;8;99185;18;;;99183.0;0.0
2;2000;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;16.0
2;2000;COCONUTS;7922;181;;;;;7924;60;7925;121;;;7923.0;-199.25
2;2000;BERRIES;3847;18;3846;55;;;3853;18;3854;55;;;3850.0;0.0
2;2000;BANANAS;4821;30;;;;;4828;30;;;;;4824.5;15.8193359375
2;2000;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3077.0;0.0
2;2000;PINA_COLADAS;14847;31;14846;95;;;14849;95;;;;;14848.0;0.0
2;2100;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3077.0;0.0
2;2100;BANANAS;4825;5;4821;29;;;4828;29;;;;;4826.5;15.421875
2;2100;DIVING_GEAR;99176;28;;;;;99179;28;;;;;99177.5;0.0
2;2100;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;16.0
2;2100;COCONUTS;7922;40;7921;143;;;7924;183;;;;;7923.0;-191.0
2;2100;BERRIES;3847;19;3846;41;;;3854;19;3855;41;;;3850.5;0.0
2;2100;PINA_COLADAS;14845;94;;;;;14848;94;;;;;14846.5;0.0
2;2200;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;2200;PINA_COLADAS;14843;39;14842;60;;;14845;39;14846;60;;;14844.0;0.0
2;2200;DIVING_GEAR;99172;22;;;;;99175;22;;;;;99173.5;0.0
2;2200;COCONUTS;7921;176;;;;;7924;176;;;;;7922.5;-85.25
2;2200;BERRIES;3847;13;3846;60;;;3854;13;3855;60;;;3850.5;0.0
2;2200;PEARLS;10002;1;9996;1;9995;28;10004;1;10005;28;;;10003.0;16.0
2;2200;BANANAS;4822;29;;;;;4828;29;;;;;4825.0;14.2431640625
2;2300;PEARLS;9996;2;9995;20;;;10002;1;10004;2;10005;20;9999.0;18.0
2;2300;BANANAS;4822;2;4821;20;;;4826;1;4828;22;;;4824.0;14.4072265625
2;2300;COCONUTS;7922;170;;;;;7924;68;7925;102;;;7923.0;-201.375
2;2300;DIVING_GEAR;99174;5;99173;18;;;99176;5;99177;18;;;99175.0;0.0
2;2300;BERRIES;3850;5;3847;18;3846;54;3854;18;3855;54;;;3852.0;0.0
2;2300;PINA_COLADAS;14843;100;;;;;14846;100;;;;;14844.5;-7.875
2;2300;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;2400;COCONUTS;7922;187;;;;;7925;187;;;;;7923.5;-323.625
2;2400;DIVING_GEAR;99167;25;;;;;99170;25;;;;;99168.5;0.0
2;2400;BERRIES;3847;15;3846;50;;;3849;23;3853;15;3854;50;3848.0;0.0
2;2400;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;18.0
2;2400;BANANAS;4822;1;4821;24;;;4828;25;;;;;4825.0;14.859375
2;2400;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;2400;PINA_COLADAS;14844;76;;;;;14847;26;14848;50;;;14845.5;32.375
2;2500;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3077.0;0.0
2;2500;PEARLS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;18.0
2;2500;BANANAS;4822;1;4821;28;;;4828;29;;;;;4825.0;14.771484375
2;2500;COCONUTS;7922;144;;;;;7925;144;;;;;7923.5;-277.375
2;2500;BERRIES;3846;14;3845;48;;;3853;14;3854;48;;;3849.5;0.0
2;2500;DIVING_GEAR;99181;19;;;;;99184;19;;;;;99182.5;0.0
2;2500;PINA_COLADAS;14844;87;;;;;14847;87;;;;;14845.5;26.0625
2;2600;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;2600;PINA_COLADAS;14847;108;;;;;14850;38;14851;70;;;14848.5;149.0
2;2600;COCONUTS;7922;155;;;;;7925;155;;;;;7923.5;-244.375
2;2600;BERRIES;3846;11;3845;49;;;3853;11;3854;49;;;3849.5;0.0
2;2600;DIVING_GEAR;99179;5;99178;11;;;99181;5;99182;11;;;99180.0;0.0
2;2600;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;18.0
2;2600;BANANAS;4821;23;;;;;4828;24;;;;;4824.5;15.923828125
2;2700;PEARLS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;18.0
2;2700;BANANAS;4821;28;;;;;4828;28;;;;;4824.5;15.6259765625
2;2700;COCONUTS;7921;222;;;;;7924;222;;;;;7922.5;-144.75
2;2700;BERRIES;3846;19;3845;55;;;3853;74;;;;;3849.5;0.0
2;2700;DIVING_GEAR;99190;8;99189;19;;;99192;8;99193;19;;;99191.0;0.0
2;2700;PINA_COLADAS;14847;24;14846;56;;;14850;80;;;;;14848.5;123.0
2;2700;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;2800;COCONUTS;7920;210;;;;;7923;210;;;;;7921.5;47.5
2;2800;BERRIES;3845;20;3844;47;;;3852;20;3853;47;;;3848.5;0.0
2;2800;DIVING_GEAR;99188;5;99187;20;;;99190;5;99191;20;;;99189.0;0.0
2;2800;PEARLS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;18.0
2;2800;BANANAS;4821;32;;;;;4828;32;;;;;4824.5;15.5556640625
2;2800;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3077.0;0.0
2;2800;PINA_COLADAS;14844;36;14843;86;;;14846;86;;;;;14845.0;-27.0625
2;2900;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3077.0;0.0
2;2900;BANANAS;4822;2;4821;29;;;4828;31;;;;;4825.0;14.36328125
2;2900;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;18.0
2;2900;COCONUTS;7920;172;;;;;7922;42;7923;130;;;7921.0;156.75
2;2900;BERRIES;3845;12;3844;57;;;3851;12;3852;57;;;3848.0;0.0
2;2900;DIVING_GEAR;99186;10;99185;12;;;99188;10;99189;12;;;99187.0;0.0
2;2900;PINA_COLADAS;14840;105;;;;;14843;105;;;;;14841.5;-143.9375
2;3000;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3077.0;0.0
2;3000;PINA_COLADAS;14840;39;14839;60;;;14842;39;14843;60;;;14841.0;-158.375
2;3000;COCONUTS;7920;164;;;;;7923;164;;;;;7921.5;113.375
2;3000;BERRIES;3845;11;3844;48;;;3852;11;3853;48;;;3848.5;0.0
2;3000;DIVING_GEAR;99182;7;99181;11;;;99184;18;;;;;99183.0;0.0
2;3000;BANANAS;4826;12;4821;31;;;4828;31;;;;;4827.0;15.662109375
2;3000;PEARLS;9996;2;9995;29;;;9998;1;10004;2;10005;29;9997.0;18.0
2;3100;BANANAS;4822;2;4821;26;;;4826;10;4828;28;;;4824.0;28.9765625
2;3100;DIVING_GEAR;99177;5;99176;19;;;99179;5;99180;19;;;99178.0;0.0
2;3100;PEARLS;9996;2;9995;26;;;10002;10;10004;2;10005;26;9999.0;21.0
2;3100;COCONUTS;7919;210;;;;;7922;210;;;;;7920.5;284.5
2;3100;BERRIES;3846;19;3845;50;;;3853;19;3854;50;;;3849.5;0.0
2;3100;PINA_COLADAS;14840;104;;;;;14843;104;;;;;14841.5;-153.5
2;3100;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;3200;COCONUTS;7919;155;;;;;7922;155;;;;;7920.5;249.0
2;3200;BERRIES;3846;60;;;;;3853;18;3854;42;;;3849.5;0.0
2;3200;BANANAS;4822;23;;;;;4828;23;;;;;4825.0;26.2734375
2;3200;DIVING_GEAR;99179;25;;;;;99182;25;;;;;99180.5;0.0
2;3200;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;21.0
2;3200;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3077.0;0.0
2;3200;PINA_COLADAS;14839;85;;;;;14842;85;;;;;14840.5;-252.375
2;3300;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3077.0;0.0
2;3300;BANANAS;4826;1;4821;27;;;4828;27;;;;;4827.0;36.4453125
2;3300;DIVING_GEAR;99187;6;99186;11;;;99189;6;99190;11;;;99188.0;0.0
2;3300;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;21.0
2;3300;COCONUTS;7919;183;;;;;7922;183;;;;;7920.5;350.875
2;3300;BERRIES;3847;11;3846;56;;;3853;11;3854;56;;;3850.0;0.0
2;3300;PINA_COLADAS;14836;101;;;;;14839;101;;;;;14837.5;-462.375
2;3400;PINA_COLADAS;14837;85;;;;;14840;85;;;;;14838.5;-371.125
2;3400;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3077.0;0.0
2;3400;BERRIES;3847;19;3846;52;;;3853;19;3854;52;;;3850.0;0.0
2;3400;BANANAS;4821;27;;;;;4828;27;;;;;4824.5;34.7109375
2;3400;DIVING_GEAR;99187;25;;;;;99190;25;;;;;99188.5;0.0
2;3400;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;21.0
2;3400;COCONUTS;7919;162;;;;;7922;162;;;;;7920.5;303.75
2;3500;BANANAS;4821;29;;;;;4827;29;;;;;4824.0;42.296875
2;3500;DIVING_GEAR;99182;5;99181;11;;;99184;5;99185;11;;;99183.0;0.0
2;3500;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;21.0
2;3500;COCONUTS;7920;193;;;;;7923;193;;;;;7921.5;84.0
2;3500;BERRIES;3846;11;3845;57;;;3853;11;3854;57;;;3849.5;0.0
2;3500;PINA_COLADAS;14840;39;14839;72;;;14842;39;14843;72;;;14841.0;-189.5
2;3500;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3077.0;0.0
2;3600;BERRIES;3847;10;3846;43;;;3853;10;3854;43;;;3850.0;0.0
2;3600;BANANAS;4820;25;;;;;4827;25;;;;;4823.5;51.6484375
2;3600;DIVING_GEAR;99183;18;;;;;99186;18;;;;;99184.5;0.0
2;3600;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;21.0
2;3600;COCONUTS;7920;44;7919;124;;;7922;168;;;;;7921.0;223.25
2;3600;PINA_COLADAS;14838;88;;;;;14841;88;;;;;14839.5;-313.25
2;3600;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;3700;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;3700;BANANAS;4820;8;4819;20;;;4826;20;;;;;4823.0;65.921875
2;3700;DIVING_GEAR;99178;18;;;;;99181;18;;;;;99179.5;0.0
2;3700;PEARLS;9998;6;9995;20;;;10005;20;;;;;10001.5;21.0
2;3700;COCONUTS;7919;175;;;;;7922;175;;;;;7920.5;297.375
2;3700;PINA_COLADAS;14836;22;14835;56;;;14838;22;14839;56;;;14837.0;-499.875
2;3700;BERRIES;3846;12;3845;48;;;3852;12;3853;48;;;3849.0;0.0
2;3800;PINA_COLADAS;14837;89;;;;;14840;89;;;;;14838.5;-399.375
2;3800;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;3800;BERRIES;3851;11;3847;15;3846;53;3854;15;3855;53;;;3852.5;0.0
2;3800;BANANAS;4819;24;;;;;4826;24;;;;;4822.5;66.0
2;3800;DIVING_GEAR;99162;5;99161;15;;;99164;3;99165;15;;;99163.0;0.0
2;3800;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;21.0
2;3800;COCONUTS;7920;189;;;;;7923;189;;;;;7921.5;121.25
2;3900;BANANAS;4824;1;4819;26;;;4825;1;4826;25;;;4824.5;69.828125
2;3900;DIVING_GEAR;99163;10;99162;11;;;99165;10;99166;11;;;99164.0;0.0
2;3900;PEARLS;9996;1;9995;25;;;9998;1;10000;2;10004;1;9997.0;21.0
2;3900;COCONUTS;7921;197;;;;;7924;197;;;;;7922.5;-42.75
2;3900;PINA_COLADAS;14839;21;14838;64;;;14841;21;14842;64;;;14840.0;-238.125
2;3900;BERRIES;3847;11;3846;47;;;3854;11;3855;47;;;3850.5;0.0
2;3900;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3076.0;0.0
2;4000;BERRIES;3847;10;3846;53;;;3854;10;3855;53;;;3850.5;0.0
2;4000;BANANAS;4819;23;;;;;4825;1;4826;22;;;4822.0;27.0
2;4000;DIVING_GEAR;99152;15;;;;;99155;15;;;;;99153.5;0.0
2;4000;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;23.0
2;4000;COCONUTS;7919;168;;;;;7922;168;;;;;7920.5;265.75
2;4000;PINA_COLADAS;14833;92;;;;;14836;92;;;;;14834.5;-787.75
2;4000;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3075.0;0.0
2;4100;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3075.0;0.0
2;4100;BANANAS;4820;30;;;;;4826;26;;;;;4823.0;27.0
2;4100;DIVING_GEAR;99148;20;;;;;99151;20;;;;;99149.5;0.0
2;4100;PEARLS;9998;4;9996;2;9995;24;10000;2;10004;2;10005;24;9999.0;23.0
2;4100;COCONUTS;7919;182;;;;;7920;63;7922;182;;;7919.5;297.5
2;4100;PINA_COLADAS;14834;81;;;;;14837;81;;;;;14835.5;-667.625
2;4100;BERRIES;3847;10;3846;43;;;3854;10;3855;43;;;3850.5;0.0
2;4200;PINA_COLADAS;14837;80;;;;;14840;80;;;;;14838.5;-379.375
2;4200;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3075.0;0.0
2;4200;BERRIES;3851;12;3848;11;3847;45;3855;11;3856;45;;;3853.0;0.0
2;4200;BANANAS;4819;29;;;;;4826;29;;;;;4822.5;27.0
2;4200;DIVING_GEAR;99148;17;;;;;99151;17;;;;;99149.5;0.0
2;4200;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;23.0
2;4200;COCONUTS;7919;188;;;;;7922;188;;;;;7920.5;286.625
2;4300;BANANAS;4819;22;;;;;4826;22;;;;;4822.5;27.0
2;4300;DIVING_GEAR;99146;6;99145;13;;;99148;6;99149;13;;;99147.0;0.0
2;4300;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;23.0
2;4300;COCONUTS;7919;188;;;;;7922;188;;;;;7920.5;279.375
2;4300;PINA_COLADAS;14840;33;14839;66;;;14843;99;;;;;14841.5;-117.25
2;4300;BERRIES;3847;13;3846;54;;;3854;13;3855;54;;;3850.5;0.0
2;4300;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3075.0;0.0
2;4400;BERRIES;3847;18;3846;53;;;3853;18;3854;53;;;3850.0;0.0
2;4400;PEARLS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;23.0
2;4400;BANANAS;4819;26;;;;;4825;2;4826;24;;;4822.0;27.0
2;4400;DIVING_GEAR;99144;23;;;;;99147;23;;;;;99145.5;0.0
2;4400;COCONUTS;7920;190;;;;;7923;190;;;;;7921.5;62.375
2;4400;PINA_COLADAS;14838;85;;;;;14841;85;;;;;14839.5;-261.75
2;4400;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3075.0;0.0
2;4500;DOLPHIN_SIGHTINGS;;;;;;;;;;;;;3075.0;0.0
2;4500;PINA_COLADAS;14842;38;14841;60;;;14844;38;14845;60;;;14843.0;74.75
2;4500;PEARLS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;23.0
