Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
2.752879,Trinity_112003,Tick,40,50,-10,10,127400,126800,3,-1003,-3543,OK
2.752879,Khang_2605,Tick,10,40,-30,30,127400,126800,124,-7124,-14744,OK
2.752879,AGGATraders_26,Tick,20,40,-20,20,127400,126800,379,-13379,-18459,OK
2.752879,WWW_114514,Tick,0,60,-60,60,127400,126800,1519,-1519,-16759,OK
3.019771,JianJianShiMian_233333,Tick,0,0,0,0,127400,127300,0,0,0,OK
3.019771,DanielTrading_0,Tick,40,50,-10,10,127400,127300,758,-2758,-3758,OK
3.019771,Fortunavincit_201711,Tick,10,30,-20,20,127400,127300,-128,4128,2128,OK
3.019771,Trinity_112003,Tick,40,50,-10,10,127400,127300,3,-1003,-2003,OK
3.019771,Khang_2605,Tick,10,40,-30,30,127400,127300,124,-7124,-10124,OK
3.019771,AGGATraders_26,Tick,20,40,-20,20,127400,127300,379,-13379,-15379,OK
3.019771,WWW_114514,Tick,0,60,-60,60,127400,127300,1519,-1519,-7519,OK
3.24186,JianJianShiMian_233333,Tick,0,0,0,0,127400,127200,0,0,0,OK
3.24186,DanielTrading_0,Tick,40,50,-10,10,127400,127200,758,-2758,-4758,OK
3.24186,Fortunavincit_201711,Tick,10,30,-20,20,127400,127200,-128,4128,128,OK
3.24186,Trinity_112003,Tick,40,50,-10,10,127400,127200,3,-1003,-3003,OK
3.24186,Khang_2605,Tick,10,40,-30,30,127400,127200,124,-7124,-13124,OK
3.24186,AGGATraders_26,Tick,20,40,-20,20,127400,127200,379,-13379,-17379,OK
3.24186,WWW_114514,Tick,0,60,-60,60,127400,127200,1519,-1519,-13519,OK
3.510266,JianJianShiMian_233333,Tick,0,0,0,0,127500,127200,0,0,0,OK
3.510266,DanielTrading_0,Tick,40,50,-10,10,127500,127200,758,-2758,-5298,OK
3.510266,Fortunavincit_201711,Tick,10,30,-20,20,127500,127200,-128,4128,-952,OK
3.510266,Trinity_112003,Tick,40,57,-17,17,127500,127200,-86,-914,-5232,OK
3.510266,Khang_2605,Tick,10,40,-30,30,127500,127200,124,-7124,-14744,OK
3.510266,AGGATraders_26,Tick,20,40,-20,20,127500,127200,379,-13379,-18459,OK
3.510266,WWW_114514,Tick,0,60,-60,60,127500,127200,1519,-1519,-16759,OK
3.70772,JianJianShiMian_233333,Tick,0,0,0,0,127500,127400,0,0,0,OK
3.70772,DanielTrading_0,Tick,40,50,-10,10,127500,127400,758,-2758,-3758,OK
3.70772,Fortunavincit_201711,Tick,10,40,-30,30,127500,127400,-256,4256,1256,OK
3.70772,Trinity_112003,Tick,50,57,-7,7,127500,127400,169,-2169,-2869,OK
3.70772,Khang_2605,Tick,10,40,-30,30,127500,127400,124,-7124,-10124,OK
3.70772,AGGATraders_26,Tick,20,40,-20,20,127500,127400,379,-13379,-15379,OK
3.70772,WWW_114514,Tick,0,60,-60,60,127500,127400,1519,-1519,-7519,OK
3.997766,JianJianShiMian_233333,Tick,0,0,0,0,127500,127400,0,0,0,OK
3.997766,DanielTrading_0,Tick,40,50,-10,10,127500,127400,758,-2758,-3758,OK
3.997766,Fortunavincit_201711,Tick,10,40,-30,30,127500,127400,-256,4256,1256,OK
3.997766,Trinity_112003,Tick,50,57,-7,7,127500,127400,169,-2169,-2869,OK
3.997766,Khang_2605,Tick,10,40,-30,30,127500,127400,124,-7124,-10124,OK
3.997766,AGGATraders_26,Tick,20,40,-20,20,127500,127400,379,-13379,-15379,OK
3.997766,WWW_114514,Tick,0,60,-60,60,127500,127400,1519,-1519,-7519,OK
4.214293,JianJianShiMian_233333,Tick,0,0,0,0,127500,127600,0,0,0,OK
4.214293,DanielTrading_0,Tick,40,50,-10,10,127500,127600,758,-2758,-1758,OK
4.214293,Fortunavincit_201711,Tick,10,40,-30,30,127500,127600,-256,4256,7256,OK
4.214293,Trinity_112003,Tick,50,57,-7,7,127500,127600,169,-2169,-1469,OK
4.214293,Khang_2605,Tick,10,40,-30,30,127500,127600,124,-7124,-4124,OK
4.214293,AGGATraders_26,Tick,20,40,-20,20,127500,127600,379,-13379,-11379,OK
4.214293,WWW_114514,Tick,0,60,-60,60,127500,127600,1519,-1519,4481,OK
4.527377,JianJianShiMian_233333,Tick,0,0,0,0,127700,127600,0,0,0,OK
4.527377,DanielTrading_0,Tick,40,60,-20,20,127700,127600,630,-2630,-4630,OK
4.527377,Fortunavincit_201711,Tick,10,40,-30,30,127700,127600,-256,4256,1256,OK
4.527377,Trinity_112003,Tick,60,57,3,-3,127700,127600,424,-3424,-3124,OK
4.527377,Khang_2605,Tick,10,40,-30,30,127700,127600,124,-7124,-10124,OK
4.527377,AGGATraders_26,Tick,20,40,-20,20,127700,127600,379,-13379,-15379,OK
4.527377,WWW_114514,Tick,0,60,-60,60,127700,127600,1519,-1519,-7519,OK
4.779303,JianJianShiMian_233333,Tick,0,0,0,0,127800,127700,0,0,0,OK
4.779303,DanielTrading_0,Tick,50,60,-10,10,127800,127700,886,-4886,-5886,OK
4.779303,Fortunavincit_201711,Tick,10,40,-30,30,127800,127700,-256,4256,1256,OK
4.779303,Trinity_112003,Tick,60,57,3,-3,127800,127700,424,-3424,-3124,OK
4.779303,Khang_2605,Tick,10,50,-40,40,127800,127700,-4,-5996,-9996,OK
4.779303,AGGATraders_26,Tick,20,40,-20,20,127800,127700,379,-13379,-15379,OK
4.779303,WWW_114514,Tick,0,60,-60,60,127800,127700,1519,-1519,-7519,OK
4.97556,JianJianShiMian_233333,Tick,0,0,0,0,127800,127700,0,0,0,OK
4.97556,DanielTrading_0,Tick,50,60,-10,10,127800,127700,886,-4886,-5886,OK
4.97556,Fortunavincit_201711,Tick,10,40,-30,30,127800,127700,-256,4256,1256,OK
4.97556,Trinity_112003,Tick,60,57,3,-3,127800,127700,424,-3424,-3124,OK
4.97556,Khang_2605,Tick,10,50,-40,40,127800,127700,-4,-5996,-9996,OK
4.97556,AGGATraders_26,Tick,20,40,-20,20,127800,127700,379,-13379,-15379,OK
4.97556,WWW_114514,Tick,0,60,-60,60,127800,127700,1519,-1519,-7519,OK
5.251344,JianJianShiMian_233333,Tick,0,0,0,0,127800,128000,0,0,0,OK
5.251344,DanielTrading_0,Tick,60,60,0,0,127800,128000,1142,-6142,-6142,OK
5.251344,Fortunavincit_201711,Tick,10,40,-30,30,127800,128000,-256,4256,10256,OK
5.251344,Trinity_112003,Tick,60,67,-7,7,127800,128000,296,-3296,-1896,OK
5.251344,Khang_2605,Tick,10,50,-40,40,127800,128000,-4,-5996,2004,OK
5.251344,AGGATraders_26,Tick,20,40,-20,20,127800,128000,379,-13379,-9379,OK
5.251344,WWW_114514,Tick,0,60,-60,60,127800,128000,1519,-1519,10481,OK
5.526279,JianJianShiMian_233333,Tick,0,0,0,0,128200,128000,0,0,0,OK
5.526279,DanielTrading_0,Tick,70,80,-10,10,128200,128000,1142,-9142,-11142,OK
5.526279,Fortunavincit_201711,Tick,20,40,-20,20,128200,128000,0,6000,2000,OK
5.526279,Trinity_112003,Tick,70,67,3,-3,128200,128000,552,-4552,-3952,OK
5.526279,Khang_2605,Tick,10,60,-50,50,128200,128000,-132,-6868,-16868,OK
5.526279,AGGATraders_26,Tick,20,40,-20,20,128200,128000,379,-13379,-17379,OK
5.526279,WWW_114514,Tick,0,60,-60,60,128200,128000,1519,-1519,-13519,OK
5.763285,JianJianShiMian_233333,Tick,0,0,0,0,128100,128000,0,0,0,OK
5.763285,DanielTrading_0,Tick,80,80,0,0,128100,128000,1398,-10398,-10398,OK
5.763285,Fortunavincit_201711,Tick,20,40,-20,20,128100,128000,0,6000,4000,OK
5.763285,Trinity_112003,Tick,70,67,3,-3,128100,128000,552,-4552,-4252,OK
5.763285,Khang_2605,Tick,10,60,-50,50,128100,128000,-132,-6868,-11868,OK
5.763285,AGGATraders_26,Tick,20,50,-30,30,128100,128000,251,-13251,-16251,OK
5.763285,WWW_114514,Tick,0,60,-60,60,128100,128000,1519,-1519,-7519,OK
5.972758,JianJianShiMian_233333,Tick,0,0,0,0,128100,128000,0,0,0,OK
5.972758,DanielTrading_0,Tick,90,80,10,-10,128100,128000,1654,-10654,-9654,OK
5.972758,Fortunavincit_201711,Tick,20,40,-20,20,128100,128000,0,6000,4000,OK
5.972758,Trinity_112003,Tick,70,77,-7,7,128100,128000,424,-5424,-6124,OK
5.972758,Khang_2605,Tick,10,60,-50,50,128100,128000,-132,-6868,-11868,OK
5.972758,AGGATraders_26,Tick,20,50,-30,30,128100,128000,251,-13251,-16251,OK
5.972758,WWW_114514,Tick,0,60,-60,60,128100,128000,1519,-1519,-7519,OK
6.227567,JianJianShiMian_233333,Tick,0,0,0,0,127800,128000,0,0,0,OK
6.227567,DanielTrading_0,Tick,100,90,10,-10,127800,128000,1782,-10782,-12782,OK
6.227567,Fortunavincit_201711,Tick,20,50,-30,30,127800,128000,256,6744,12744,OK
6.227567,Trinity_112003,Tick,90,77,13,-13,127800,128000,168,-8168,-10768,OK
6.227567,Khang_2605,Tick,10,60,-50,50,127800,128000,-132,-6868,3132,OK
6.227567,AGGATraders_26,Tick,20,50,-30,30,127800,128000,251,-13251,-7251,OK
6.227567,WWW_114514,Tick,0,60,-60,60,127800,128000,1519,-1519,10481,OK
6.473977,JianJianShiMian_233333,Tick,0,0,0,0,127200,128000,0,0,0,OK
6.473977,DanielTrading_0,Tick,110,90,20,-20,127200,128000,1654,-9654,-14774,OK
6.473977,Fortunavincit_201711,Tick,30,50,-20,20,127200,128000,128,8872,13992,OK
6.473977,Trinity_112003,Tick,100,77,23,-23,127200,128000,40,-7040,-12928,OK
6.473977,Khang_2605,Tick,20,60,-40,40,127200,128000,-260,-4740,5500,OK
6.473977,AGGATraders_26,Tick,20,50,-30,30,127200,128000,251,-13251,-5571,OK
6.473977,WWW_114514,Tick,0,60,-60,60,127200,128000,1519,-1519,13841,OK
6.797946,JianJianShiMian_233333,Tick,0,0,0,0,127200,127700,0,0,0,OK
6.797946,DanielTrading_0,Tick,110,90,20,-20,127200,127700,1654,-9654,-14754,OK
6.797946,Fortunavincit_201711,Tick,30,50,-20,20,127200,127700,128,8872,13972,OK
6.797946,Trinity_112003,Tick,100,77,23,-23,127200,127700,40,-7040,-12905,OK
6.797946,Khang_2605,Tick,20,60,-40,40,127200,127700,-260,-4740,5460,OK
6.797946,AGGATraders_26,Tick,20,50,-30,30,127200,127700,251,-13251,-5601,OK
6.797946,WWW_114514,Tick,0,60,-60,60,127200,127700,1519,-1519,13781,OK
6.963453,JianJianShiMian_233333,Tick,0,0,0,0,127300,127700,0,0,0,OK
6.963453,DanielTrading_0,Tick,120,100,20,-20,127300,127700,1782,-7782,-12882,OK
6.963453,Fortunavincit_201711,Tick,40,60,-20,20,127300,127700,-127,11127,16227,OK
6.963453,Trinity_112003,Tick,120,87,33,-33,127300,127700,40,-7040,-15455,OK
6.963453,Khang_2605,Tick,30,60,-30,30,127300,127700,-388,-4612,3038,OK
6.963453,AGGATraders_26,Tick,20,50,-30,30,127300,127700,251,-13251,-5601,OK
6.963453,WWW_114514,Tick,0,60,-60,60,127300,127700,1519,-1519,13781,OK
7.273683,JianJianShiMian_233333,Tick,0,0,0,0,127400,127600,0,0,0,OK
7.273683,DanielTrading_0,Tick,130,100,30,-30,127400,127600,2037,-6037,-12037,OK
7.273683,Fortunavincit_201711,Tick,40,60,-20,20,127400,127600,-127,11127,15127,OK
7.273683,Trinity_112003,Tick,123,97,26,-26,127400,127600,-11,-9089,-14289,OK
7.273683,Khang_2605,Tick,40,60,-20,20,127400,127600,-133,-1867,2133,OK
7.273683,AGGATraders_26,Tick,20,50,-30,30,127400,127600,251,-13251,-7251,OK
7.273683,WWW_114514,Tick,0,60,-60,60,127400,127600,1519,-1519,10481,OK
7.464116,JianJianShiMian_233333,Tick,0,0,0,0,127300,127600,0,0,0,OK
7.464116,DanielTrading_0,Tick,130,110,20,-20,127300,127600,2177,-9177,-14277,OK
7.464116,Fortunavincit_201711,Tick,40,60,-20,20,127300,127600,-127,11127,16227,OK
7.464116,Trinity_112003,Tick,130,97,33,-33,127300,127600,-100,-8300,-16715,OK
7.464116,Khang_2605,Tick,43,60,-17,17,127300,127600,-57,-1643,2692,OK
7.464116,AGGATraders_26,Tick,20,50,-30,30,127300,127600,251,-13251,-5601,OK
7.464116,WWW_114514,Tick,0,60,-60,60,127300,127600,1519,-1519,13781,OK
7.779749,JianJianShiMian_233333,Tick,0,0,0,0,127200,127600,0,0,0,OK
7.779749,DanielTrading_0,Tick,140,110,30,-30,127200,127600,2050,-5650,-13300,OK
7.779749,Fortunavincit_201711,Tick,50,60,-10,10,127200,127600,-254,15254,17804,OK
7.779749,Trinity_112003,Tick,130,107,23,-23,127200,127600,154,-10854,-16719,OK
7.779749,Khang_2605,Tick,60,60,0,0,127200,127600,-273,3273,3273,OK
7.779749,AGGATraders_26,Tick,20,50,-30,30,127200,127600,251,-13251,-5601,OK
7.779749,WWW_114514,Tick,0,60,-60,60,127200,127600,1519,-1519,13781,OK
7.956289,JianJianShiMian_233333,Tick,0,0,0,0,127200,127600,0,0,0,OK
7.956289,DanielTrading_0,Tick,150,110,40,-40,127200,127600,2304,-1904,-12104,OK
7.956289,Fortunavincit_201711,Tick,50,60,-10,10,127200,127600,-254,15254,17804,OK
7.956289,Trinity_112003,Tick,136,107,29,-29,127200,127600,307,-8607,-16002,OK
7.956289,Khang_2605,Tick,60,60,0,0,127200,127600,-273,3273,3273,OK
7.956289,AGGATraders_26,Tick,20,50,-30,30,127200,127600,251,-13251,-5601,OK
7.956289,WWW_114514,Tick,0,60,-60,60,127200,127600,1519,-1519,13781,OK
8.207391,JianJianShiMian_233333,Tick,0,0,0,0,127400,127600,0,0,0,OK
8.207391,DanielTrading_0,Tick,150,120,30,-30,127400,127600,2559,-5159,-11159,OK
8.207391,Fortunavincit_201711,Tick,60,60,0,0,127400,127600,-381,16381,16381,OK
8.207391,Trinity_112003,Tick,136,107,29,-29,127400,127600,307,-8607,-14407,OK
8.207391,Khang_2605,Tick,60,60,0,0,127400,127600,-273,3273,3273,OK
8.207391,AGGATraders_26,Tick,20,50,-30,30,127400,127600,251,-13251,-7251,OK
8.207391,WWW_114514,Tick,0,60,-60,60,127400,127600,1519,-1519,10481,OK
8.456418,JianJianShiMian_233333,Tick,0,0,0,0,127400,127400,0,0,0,OK
8.456418,DanielTrading_0,Tick,150,120,30,-30,127400,127400,2559,-5159,-5159,OK
8.456418,Fortunavincit_201711,Tick,60,60,0,0,127400,127400,-381,16381,16381,OK
8.456418,Trinity_112003,Tick,136,107,29,-29,127400,127400,307,-8607,-8607,OK
8.456418,Khang_2605,Tick,60,60,0,0,127400,127400,-273,3273,3273,OK
8.456418,AGGATraders_26,Tick,20,50,-30,30,127400,127400,251,-13251,-13251,OK
8.456418,WWW_114514,Tick,0,60,-60,60,127400,127400,1519,-1519,-1519,OK
8.800353,JianJianShiMian_233333,Tick,0,0,0,0,127300,127400,0,0,0,OK
8.800353,DanielTrading_0,Tick,150,130,20,-20,127300,127400,2814,-7414,-9414,OK
8.800353,Fortunavincit_201711,Tick,60,60,0,0,127300,127400,-381,16381,16381,OK
8.800353,Trinity_112003,Tick,146,107,39,-39,127300,127400,180,-8480,-12380,OK
8.800353,Khang_2605,Tick,60,60,0,0,127300,127400,-273,3273,3273,OK
8.800353,AGGATraders_26,Tick,20,50,-30,30,127300,127400,251,-13251,-10251,OK
8.800353,WWW_114514,Tick,0,60,-60,60,127300,127400,1519,-1519,4481,OK
8.979542,JianJianShiMian_233333,Tick,0,0,0,0,127300,127400,0,0,0,OK
8.979542,DanielTrading_0,Tick,150,130,20,-20,127300,127400,2814,-7414,-9414,OK
8.979542,Fortunavincit_201711,Tick,70,60,10,-10,127300,127400,-126,18126,17126,OK
8.979542,Trinity_112003,Tick,146,117,29,-29,127300,127400,53,-12353,-15253,OK
8.979542,Khang_2605,Tick,60,60,0,0,127300,127400,-273,3273,3273,OK
8.979542,AGGATraders_26,Tick,20,50,-30,30,127300,127400,251,-13251,-10251,OK
8.979542,WWW_114514,Tick,0,60,-60,60,127300,127400,1519,-1519,4481,OK
9.226842,JianJianShiMian_233333,Tick,0,0,0,0,127400,127800,0,0,0,OK
9.226842,DanielTrading_0,Tick,160,130,30,-30,127400,127800,3069,-5669,-13349,OK
9.226842,Fortunavincit_201711,Tick,70,60,10,-10,127400,127800,-126,18126,15566,OK
9.226842,Trinity_112003,Tick,146,127,19,-19,127400,127800,-74,-16226,-21090,OK
9.226842,Khang_2605,Tick,60,60,0,0,127400,127800,-273,3273,3273,OK
9.226842,AGGATraders_26,Tick,20,50,-30,30,127400,127800,251,-13251,-5571,OK
9.226842,WWW_114514,Tick,0,60,-60,60,127400,127800,1519,-1519,13841,OK
9.49822,JianJianShiMian_233333,Tick,0,0,0,0,127500,127800,0,0,0,OK
9.49822,DanielTrading_0,Tick,160,140,20,-20,127500,127800,3324,-9924,-15044,OK
9.49822,Fortunavincit_201711,Tick,80,60,20,-20,127500,127800,-254,20254,15134,OK
9.49822,Trinity_112003,Tick,146,127,19,-19,127500,127800,-74,-16226,-21090,OK
9.49822,Khang_2605,Tick,60,60,0,0,127500,127800,-273,3273,3273,OK
9.49822,AGGATraders_26,Tick,20,50,-30,30,127500,127800,251,-13251,-5571,OK
9.49822,WWW_114514,Tick,0,60,-60,60,127500,127800,1519,-1519,13841,OK
9.796812,JianJianShiMian_233333,Tick,0,0,0,0,127000,127800,0,0,0,OK
9.796812,DanielTrading_0,Tick,170,140,30,-30,127000,127800,3197,-6797,-14477,OK
9.796812,Fortunavincit_201711,Tick,90,60,30,-30,127000,127800,-381,23381,15701,OK
9.796812,Trinity_112003,Tick,156,127,29,-29,127000,127800,-201,-14099,-21523,OK
9.796812,Khang_2605,Tick,70,60,10,-10,127000,127800,-400,7400,4840,OK
9.796812,AGGATraders_26,Tick,20,50,-30,30,127000,127800,251,-13251,-5571,OK
9.796812,WWW_114514,Tick,0,60,-60,60,127000,127800,1519,-1519,13841,OK
9.99721,JianJianShiMian_233333,Tick,0,0,0,0,127500,127500,0,0,0,OK
9.99721,DanielTrading_0,Tick,170,150,20,-20,127500,127500,3452,-10052,-10052,OK
9.99721,Fortunavincit_201711,Tick,90,60,30,-30,127500,127500,-381,23381,23381,OK
9.99721,Trinity_112003,Tick,166,137,29,-29,127500,127500,-456,-14844,-14844,OK
9.99721,Khang_2605,Tick,70,60,10,-10,127500,127500,-400,7400,7400,OK
9.99721,AGGATraders_26,Tick,20,50,-30,30,127500,127500,251,-13251,-13251,OK
9.99721,WWW_114514,Tick,10,60,-50,50,127500,127500,1774,-1774,-1774,OK
10.206265,JianJianShiMian_233333,Tick,0,0,0,0,127200,127500,0,0,0,OK
10.206265,DanielTrading_0,Tick,180,150,30,-30,127200,127500,3325,-8925,-16575,OK
10.206265,Fortunavincit_201711,Tick,100,60,40,-40,127200,127500,-508,24508,14308,OK
10.206265,Trinity_112003,Tick,176,137,39,-39,127200,127500,-583,-13717,-23662,OK
10.206265,Khang_2605,Tick,71,60,11,-11,127200,127500,-413,7613,4808,OK
10.206265,AGGATraders_26,Tick,20,50,-30,30,127200,127500,251,-13251,-5601,OK
10.206265,WWW_114514,Tick,10,60,-50,50,127200,127500,1774,-1774,10976,OK
10.476667,JianJianShiMian_233333,Tick,0,0,0,0,127200,127500,0,0,0,OK
10.476667,DanielTrading_0,Tick,180,150,30,-30,127200,127500,3325,-8925,-16575,OK
10.476667,Fortunavincit_201711,Tick,100,60,40,-40,127200,127500,-508,24508,14308,OK
10.476667,Trinity_112003,Tick,176,137,39,-39,127200,127500,-583,-13717,-23662,OK
10.476667,Khang_2605,Tick,71,60,11,-11,127200,127500,-413,7613,4808,OK
10.476667,AGGATraders_26,Tick,20,50,-30,30,127200,127500,251,-13251,-5601,OK
10.476667,WWW_114514,Tick,10,60,-50,50,127200,127500,1774,-1774,10976,OK
10.758702,JianJianShiMian_233333,Tick,0,0,0,0,127300,127500,0,0,0,OK
10.758702,DanielTrading_0,Tick,180,160,20,-20,127300,127500,3198,-11798,-15798,OK
10.758702,Fortunavincit_201711,Tick,114,60,54,-54,127300,127500,-304,26104,15304,OK
10.758702,Trinity_112003,Tick,176,147,29,-29,127300,127500,-710,-16590,-22390,OK
10.758702,Khang_2605,Tick,81,60,21,-21,127300,127500,-540,9740,5540,OK
10.758702,AGGATraders_26,Tick,20,50,-30,30,127300,127500,251,-13251,-7251,OK
10.758702,WWW_114514,Tick,20,60,-40,40,127300,127500,2029,-1029,6971,OK
10.95201,JianJianShiMian_233333,Tick,0,0,0,0,127900,127500,0,0,0,OK
